date_registration,module_presentation_length,gender,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result,formng_clicks,oucontent_clicks,homepage_clicks,quiz_clicks,subpage_clicks,resource_clicks,url_clicks,ouwiki_clicks,questionnaire_clicks,glossary_clicks,total_click_bc,total_click_ac,total_click,total_assessment_submissions,total_TMA_submissions,total_CMA_submissions,total_Exam_submissions,late_rate
-60,268,1,3,1,0,120,0,0,88,66,64,0,50,13,11,0,0,1,53,239,292,5,5,0,0,0
-39,261,1,3,0,0,90,0,1,217,81,273,615,436,93,47,108,7,1,68,1214,1282,6,5,7,1,0
-10,269,0,2,1,0,30,0,1,61,532,202,163,36,86,14,128,7,2,9,1073,1082,9,3,6,1,0
-29,262,0,3,1,0,60,0,1,37,280,51,54,15,15,2,0,13,1,29,456,456,5,5,5,0,0.2
-28,268,0,2,0,0,60,0,0,806,74,23,6,38,8,5,48,22,3,59,101,160,12,5,7,1,0
-82,241,1,2,0,0,60,0,0,5,40,49,141,33,17,1,0,7,1,5,241,246,3,1,2,1,0.666666667
-120,268,0,0,0,0,90,0,1,6632,22,2829,243,322,225,148,0,0,8,994,9439,10433,11,6,5,0,0.454545455
-15,241,0,1,1,0,30,0,1,470,318,314,139,73,49,14,128,7,8,132,1239,1371,9,3,6,1,0
-141,262,1,2,1,1,60,1,1,328,302,688,615,435,188,73,10,7,52,234,2059,2293,7,6,7,1,0.428571429
-29,262,1,1,0,0,120,1,1,248,200,394,615,258,107,18,4,7,17,135,1228,1363,6,5,7,1,0
-23,234,0,3,0,0,120,0,1,609,60,216,80,83,49,28,0,0,30,11,1114,1125,11,6,5,0,0.818181818
-141,241,1,1,0,0,90,0,0,17,7,27,9,9,9,2,0,7,1,7,73,80,6,1,4,1,0.833333333
-67,262,0,1,0,0,120,0,1,50,571,148,61,19,39,3,0,10,2,28,841,841,4,4,5,0,0.5
-22,241,1,2,1,0,120,0,1,141,423,156,619,175,12,7,5,1,1,10,1539,1549,10,4,6,1,0.4
-214,241,1,3,1,0,60,0,1,1412,422,294,2098,558,145,25,0,7,1,210,4765,4975,5,3,4,1,0.8
-131,234,0,2,0,1,60,0,0,8,2,13,16,8,6,2,0,0,1,6,49,55,3,2,1,0,0.666666667
-35,262,1,3,0,0,60,0,1,5,97,77,53,4,7,6,0,13,1,22,168,190,5,5,5,0,0.2
-71,268,0,1,0,0,120,0,1,1288,20,538,68,24,9,17,0,0,2,78,1886,1964,11,6,5,0,0.454545455
-43,261,0,2,1,0,30,0,1,3,274,66,165,26,13,14,128,7,2,72,547,547,9,3,6,1,0.111111111
-64,240,1,2,0,0,60,0,1,2271,720,945,1507,320,48,34,35,10,8,1200,4747,5947,12,5,7,1,0
-113,240,1,2,1,1,210,0,1,587,1200,656,798,322,46,31,33,7,1,506,3220,3726,12,5,7,1,0
-30,262,1,2,0,0,60,0,1,12,28,160,615,221,35,61,4,7,21,21,503,524,7,6,7,1,0
-156,261,1,1,0,0,60,0,1,348,434,517,615,286,86,50,80,7,44,96,1762,1858,7,6,7,1,0.285714286
-58,268,0,2,0,0,60,0,1,24,30,164,69,28,9,63,0,0,1,12,375,387,11,6,5,0,0.545454545
-11,241,0,2,1,0,30,0,1,451,299,230,115,28,51,14,128,7,4,82,1096,1178,9,3,6,1,0
-157,262,0,2,0,0,120,0,1,147,15,52,164,16,37,9,0,4,2,274,123,123,5,5,5,0,0.2
-111,240,0,2,0,0,60,0,1,263,2,195,52,19,9,10,0,0,1,16,533,549,8,5,3,0,0.875
-8,234,0,1,1,0,120,0,0,311,36,10,19,5,7,2,0,0,2,1,23,24,3,2,1,0,0.666666667
-60,262,1,3,0,0,60,1,1,88,43,255,615,176,50,37,4,7,1,9,664,673,7,6,7,1,0.142857143
-101,240,1,2,0,0,120,0,0,232,319,155,4,184,31,12,3,3,1,26,969,995,3,3,7,1,0.333333333
-24,234,1,2,0,0,60,0,1,591,15,256,105,19,12,5,0,0,1,11,993,1004,11,6,5,0,0.454545455
-25,241,1,1,1,0,30,0,1,81,226,147,130,52,19,14,128,7,4,14,659,659,9,3,6,1,0
-63,268,0,3,0,0,75,0,1,613,918,299,171,76,57,67,201,7,53,13,2395,2408,4,4,7,1,0
-42,240,0,2,0,0,60,0,1,1615,184,1291,615,667,156,347,146,7,5,303,4216,4519,10,3,6,1,0.6
-32,268,1,3,1,0,60,0,1,465,1731,661,1633,535,96,56,95,26,5,198,5186,5384,12,5,7,1,0
-4,241,0,1,0,0,30,0,1,14,16,24,105,12,4,14,128,7,3,1,175,175,9,3,6,1,0.222222222
-114,261,1,1,0,0,90,0,1,144,193,297,615,307,83,46,52,7,2,1,1134,1135,7,6,7,1,0
-192,241,1,2,1,0,30,0,1,8,202,184,1644,214,60,9,0,7,1,334,1992,2326,8,4,3,1,0.375
-78,241,1,1,1,0,60,0,1,1017,2486,1577,615,1460,436,69,1004,7,5,652,7453,8105,7,6,7,1,0
-81,234,0,2,1,0,60,1,0,692,48,317,115,126,42,61,0,0,5,35,1371,1406,11,6,5,0,0.727272727
-141,269,1,2,0,0,60,0,0,166,685,230,626,239,30,20,39,9,4,550,1502,2052,8,4,4,1,0
-23,241,1,2,0,0,60,0,1,48,413,127,91,4,6,9,158,7,53,27,829,856,4,4,7,1,0.25
-45,268,0,1,0,0,60,0,1,134,16,93,104,32,13,12,0,0,1,13,405,405,10,5,5,0,0.7
-149,241,1,2,0,0,90,0,1,576,1606,570,1254,384,22,17,16,4,1,275,4182,4457,12,5,7,1,0
-43,262,1,2,1,0,120,0,1,54,262,137,55,48,46,1,0,7,2,2,491,493,5,5,5,0,0
-22,269,0,3,1,0,30,0,1,2557,478,804,526,206,50,30,0,7,1,73,4636,4709,9,4,4,1,0.555555556
-88,269,0,1,0,0,60,0,1,44,115,32,188,31,11,1,0,7,1,4,262,266,5,1,4,1,0.8
-45,268,0,3,0,0,60,0,1,191,24,201,84,51,43,12,0,0,7,116,490,606,11,6,5,0,0.454545455
-15,240,0,3,1,0,120,0,1,231,1,213,82,141,76,18,0,0,1,35,729,764,10,5,5,0,0.5
-50,241,1,1,1,0,30,0,0,5,56,152,425,110,78,8,0,7,1,53,781,834,3,3,3,1,1
-79,240,1,1,0,0,60,0,1,327,1046,361,767,204,37,30,27,14,1,146,2687,2833,12,5,7,1,0.083333333
-11,234,0,1,0,2,180,0,0,7,1,48,56,8,1,3,0,0,2,25,99,124,5,1,4,0,0.8
-184,268,1,3,0,0,120,0,1,265,3265,694,1162,632,41,126,43,30,2,434,5921,6355,12,5,7,1,0
-35,268,1,2,1,0,60,0,1,1650,555,342,176,24,11,67,243,7,53,23,3045,3068,4,4,7,1,0.5
-38,261,0,2,0,0,90,0,1,468,215,430,615,562,105,49,187,7,30,388,1688,2076,7,6,7,1,0
-53,240,1,1,0,0,120,0,0,11,75,80,615,144,35,30,17,7,2,3,398,401,6,3,3,1,0.5
-71,262,0,2,0,0,60,0,0,116,223,178,615,104,61,7,2,7,27,32,740,772,7,6,7,1,0.571428571
-101,261,1,2,0,0,60,0,0,3,152,76,615,20,8,5,19,7,4,7,262,269,3,3,7,1,0.333333333
-117,234,0,2,0,0,60,0,1,1158,24,451,75,46,99,30,0,0,8,77,1815,1892,11,6,5,0,0.454545455
-22,269,1,2,0,0,60,0,0,53,794,270,498,193,44,6,16,3,3,317,1565,1882,4,2,2,1,0
-87,269,1,1,1,0,90,0,1,672,892,574,1136,356,90,47,54,4,1,393,3549,3942,12,5,7,1,0
-57,234,0,3,1,0,60,0,1,1,4,16,40,20,19,13,0,0,3,26,57,57,8,6,2,0,0.75
-28,268,1,2,1,0,120,0,0,106,50,274,57,149,154,46,0,0,1,119,717,836,9,6,3,0,0.555555556
-57,269,0,1,0,0,60,0,0,146,260,97,87,43,16,13,247,7,53,120,543,663,3,3,7,1,0.666666667
-65,240,0,1,0,0,60,0,1,572,2,387,98,197,111,41,0,0,1,95,1311,1406,10,6,4,0,0.6
-64,241,0,2,0,0,60,0,1,198,1179,295,531,176,20,12,10,12,1,74,2369,2443,12,5,7,1,0
-52,261,1,3,1,2,60,0,1,131,127,119,615,140,47,14,54,7,7,34,611,645,7,6,7,1,0.285714286
-123,241,0,2,0,0,60,0,0,4,5,18,60,10,6,1,0,7,1,3,100,103,1,1,1,1,1
-17,241,1,3,0,0,60,0,0,11,2,68,384,55,38,2,0,7,1,4,559,563,4,4,3,1,0.75
-27,268,1,2,0,0,60,0,0,54,427,95,107,10,23,26,17,7,53,165,575,740,2,2,7,1,1
-18,269,1,2,0,1,30,0,0,10,2,21,3,9,11,2,0,7,1,34,24,58,9,4,4,1,0.444444444
-28,241,1,2,0,0,60,0,0,2533,1000,1,730,251,12,64,12,21,3,195,2,2,12,5,7,1,0
3,269,0,1,0,0,30,1,1,13,126,57,85,5,10,14,128,7,2,245,296,296,9,3,6,1,0.111111111
-45,269,1,3,0,0,60,0,1,7,24,163,420,47,88,3,0,7,1,31,721,752,7,3,3,1,0.857142857
-37,268,1,3,0,0,60,0,1,36,942,260,270,11,9,14,195,7,53,73,1745,1745,4,4,7,1,0
-74,269,1,2,1,0,60,0,0,9,237,414,1232,147,145,31,0,7,1,31,2184,2215,5,2,3,1,0.8
-29,241,1,3,0,0,60,0,1,664,119,690,615,628,95,145,247,7,141,468,2325,2793,7,6,7,1,0.142857143
-115,269,0,2,0,0,120,0,1,34,47,126,372,41,18,12,0,7,1,20,631,651,5,4,4,1,0.8
-117,268,0,1,0,0,60,0,0,460,4,119,56,29,16,16,0,0,8,26,682,708,6,4,2,0,0.5
-17,241,1,2,0,0,60,0,0,44,123,92,105,16,7,27,311,7,53,10,397,407,2,2,7,1,0
-30,268,0,3,1,0,60,0,1,233,19,237,113,102,55,58,0,0,1,73,749,822,11,6,5,0,0.454545455
-12,241,0,2,0,0,30,0,0,132,272,41,99,14,17,14,128,7,6,2,443,443,9,3,6,1,0.555555556
-162,262,0,2,0,0,60,0,1,211,584,225,80,41,47,2,0,7,3,101,1106,1207,5,5,5,0,0
-24,241,1,1,0,1,60,0,0,41,28,68,17,7,13,14,128,7,4,23,110,133,2,1,1,1,0.5
-15,268,0,2,1,0,60,0,1,262,12,238,61,100,70,50,0,0,1,12,783,795,10,6,4,0,0.7
-25,261,0,3,1,0,30,0,1,182,446,214,152,32,51,14,128,7,2,20,1079,1079,9,3,6,1,0
-140,269,1,2,0,0,60,0,1,32,4,97,184,52,48,3,0,7,1,9,418,427,8,3,4,1,0.5
-24,234,0,2,1,0,60,0,1,60,17,86,70,13,13,13,0,0,4,71,205,276,11,6,5,0,0.636363636
-9,269,0,2,1,0,30,0,1,348,897,173,226,10,25,26,173,7,53,24,1854,1878,4,4,7,1,0
-79,269,0,1,1,2,30,0,1,99,272,113,192,77,20,14,128,7,2,1,775,775,9,3,6,1,0
-89,241,0,1,0,0,30,0,0,29,1,28,113,11,12,14,128,7,13,16,65,81,1,1,6,1,0
5,241,1,3,0,0,120,0,1,125,37,160,580,238,96,10,0,7,1,6,1254,1254,9,4,4,1,0.555555556
-21,262,0,2,0,0,60,0,0,5,522,132,145,68,153,1,0,10,7,25,1021,1046,5,5,5,0,0.2
5,241,1,2,1,2,60,0,0,33,112,21,10,26,11,142,1,40,1,369,214,214,2,2,7,1,1
-28,241,1,2,0,0,60,0,1,71,13,237,736,165,87,9,0,7,1,54,1268,1322,8,4,3,1,0.5
-60,268,0,1,0,0,60,0,0,10,19,65,85,18,8,10,0,0,3,33,182,215,11,6,5,0,0.454545455
-68,241,0,1,0,0,60,0,1,179,715,222,1147,152,21,27,9,6,3,59,2488,2488,12,5,7,1,0
-22,241,1,1,0,1,120,0,1,143,24,148,615,105,77,9,53,7,3,8,560,568,6,5,7,1,0.166666667
-64,241,1,1,0,0,240,0,1,1,4340,793,566,216,247,34,0,7,1,7,6199,6206,9,4,4,1,0.666666667
-122,261,1,3,1,1,60,1,0,19,106,133,615,133,11,22,3,7,4,60,379,439,2,2,7,1,0
-24,240,1,1,0,0,60,0,1,431,1489,495,750,297,21,38,1,4,1,136,3421,3557,12,5,7,1,0
-190,268,1,1,0,0,60,0,0,89,900,411,903,401,70,13,3,39,1,96,2717,2813,12,5,7,1,0.333333333
-15,240,1,1,0,1,150,0,0,1,14,9,1028,4,6,42,62,15,1,11,23,34,12,5,7,1,0.166666667
-113,261,1,2,0,1,60,0,1,310,59,132,615,55,14,3,73,7,16,6,648,654,7,6,7,1,0.142857143
-78,241,1,2,1,0,30,0,0,8,61,79,185,87,62,2,0,7,1,5,484,484,3,1,2,1,1
-23,269,0,2,0,0,60,0,1,14,1,143,289,61,37,3,0,7,1,3,546,549,9,4,4,1,0.555555556
-18,269,1,2,0,0,120,0,1,15,36,148,1061,102,35,6,0,7,1,26,1377,1403,6,1,4,1,0.833333333
-53,268,0,2,0,0,60,0,1,417,697,384,203,28,7,56,392,7,53,262,1933,2195,4,4,7,1,0
-24,269,0,3,1,0,180,0,0,136,1032,329,0,111,34,3,0,0,13,126,1541,1667,5,5,0,0,0
-107,240,1,1,0,0,60,0,1,425,1122,480,599,294,26,45,30,20,1,267,2836,3103,12,5,7,1,0
-24,261,0,2,0,0,30,0,0,15,3,6,68,1,3,14,128,7,6,9,13,13,1,1,4,1,1
-114,268,0,2,0,1,120,1,0,180,10,16,20,3,19,7,0,0,2,6,37,43,5,2,3,0,0.2
-15,241,1,2,0,0,60,0,1,568,2504,678,778,302,26,48,65,27,1,22,5015,5037,12,5,7,1,0
-85,261,1,3,1,0,120,0,0,159,59,334,615,369,102,64,129,7,1,177,1055,1232,7,6,7,1,0.142857143
-18,268,1,1,0,0,120,0,0,67,773,247,117,20,10,20,187,7,53,40,1407,1447,4,4,7,1,0.5
-101,240,1,2,0,0,60,1,0,67,212,92,615,209,19,7,16,7,94,60,576,636,13,6,6,1,0.461538462
-12,268,1,3,0,0,30,0,1,1652,326,67,75,25,4,6,180,7,53,11,494,505,4,4,7,1,0.5
-29,269,1,1,0,0,90,0,1,205,367,222,625,182,34,13,8,2,2,137,1534,1671,12,5,7,1,0
-136,240,1,1,0,3,180,0,0,292,691,283,594,256,29,22,3,23,4,67,2116,2183,11,4,7,1,0
4,268,0,4,1,0,180,0,1,242,44,165,83,48,20,8,0,0,1,55,610,610,11,6,5,0,0.454545455
-50,269,1,3,1,0,60,0,0,212,592,228,0,41,6,17,0,0,5,395,701,1096,2,2,0,0,0.5
-173,268,1,2,0,0,60,0,0,30,39,31,826,9,21,10,1,33,3,43,110,110,1,1,7,1,0
-122,262,0,2,0,0,60,0,1,408,1454,415,141,161,107,12,0,7,15,57,2683,2740,5,5,5,0,0.6
-232,234,0,1,0,0,60,1,0,145,22,175,88,44,38,16,0,0,3,75,458,533,11,6,5,0,0.454545455
-29,241,1,2,0,0,60,0,0,42,9,80,218,56,54,8,0,7,1,2,424,426,6,2,3,1,0.5
-45,261,0,1,0,0,30,0,1,23,41,92,109,18,32,14,128,7,5,6,309,315,9,3,6,1,0.222222222
-68,241,1,1,0,0,60,0,1,48,415,206,195,54,44,48,257,7,53,11,1258,1269,4,4,7,1,0.75
-251,241,1,2,0,0,60,1,1,142,23,247,1176,107,30,3,0,7,1,135,1594,1729,9,4,4,1,0.444444444
-81,268,1,1,0,0,60,0,1,48,731,218,112,9,10,66,32,7,53,3,1228,1231,4,4,7,1,0.25
-53,241,0,2,0,0,30,0,0,5,111,119,96,53,37,14,128,7,1,3,422,422,7,2,5,1,0.142857143
-102,269,0,1,1,0,30,0,1,66,327,108,120,23,11,14,128,7,8,70,593,663,9,3,6,1,0
-25,269,1,1,0,0,60,0,1,721,1138,484,158,172,48,39,288,7,53,121,2928,3049,4,4,7,1,0
-89,240,1,3,0,0,120,0,1,222,142,566,615,467,122,54,115,7,14,197,1578,1775,14,6,7,1,0.785714286
-4,262,0,3,0,0,120,0,1,35,574,215,311,29,38,2,0,12,2,40,1220,1220,5,5,5,0,0
-74,268,1,2,0,0,90,1,0,3,25,31,2,1,8,24,258,7,53,1,61,62,4,4,7,1,0
-22,240,1,2,0,0,60,0,1,19,218,160,615,65,15,14,19,7,41,53,480,533,13,6,6,1,0.615384615
-35,269,1,3,1,0,30,0,1,3,1,120,243,48,24,12,0,7,1,17,437,454,5,1,4,1,0.8
-106,269,1,1,1,0,60,0,1,5889,2901,2207,2977,625,46,89,116,49,25,203,14799,15002,12,5,7,1,0
-150,262,1,2,0,0,90,0,1,251,70,264,615,128,37,23,1,7,9,34,761,795,7,6,7,1,0
-30,262,1,3,0,1,120,0,0,90,189,2,615,74,37,6,2,7,30,2,483,2,4,4,7,1,0
-30,262,0,2,0,0,120,0,0,60,224,229,615,98,41,14,1,7,1,43,682,725,7,6,7,1,0
-58,240,0,2,0,0,60,0,0,73,42,38,1,43,9,4,3,32,4,27,193,220,1,1,7,1,0
-25,241,0,1,1,0,30,0,1,1041,343,448,156,57,38,14,128,7,1,17,2066,2083,7,3,4,1,0
-29,234,0,1,1,0,60,0,0,975,25,3,118,45,20,10,0,0,6,3,1443,3,10,5,5,0,0.9
-43,268,1,0,0,0,60,0,1,25,1099,153,707,170,25,15,14,12,12,21,2214,2235,11,4,7,1,0.181818182
-145,261,0,2,0,1,120,0,1,28,289,201,615,124,44,9,38,7,18,31,706,737,7,6,7,1,0.714285714
-23,240,1,2,0,0,150,0,0,96,165,55,87,55,14,8,8,57,1,3,425,425,5,5,1,1,0.2
-134,269,1,2,0,0,180,0,1,413,15,481,2398,169,56,9,0,7,1,19,3527,3546,9,4,4,1,0.444444444
-28,268,1,1,1,0,90,0,1,221,1273,514,719,254,25,14,50,21,2,48,3076,3124,12,5,7,1,0
-84,268,1,3,0,0,60,0,0,484,363,162,71,30,81,24,10,7,53,100,1126,1226,3,3,7,1,0
-61,241,1,3,0,0,60,0,1,144,325,290,615,91,58,19,78,7,1,45,976,1021,7,6,7,1,0.142857143
-21,240,0,1,1,0,120,0,1,1310,1,392,63,57,23,16,0,0,2,234,1631,1865,11,6,5,0,0.545454545
-46,268,1,4,1,0,60,0,1,216,224,133,0,21,8,3,0,0,2,92,513,605,5,5,0,0,0
-24,240,1,1,1,0,60,0,1,618,2061,635,1618,642,58,68,135,10,1,509,5415,5924,12,5,7,1,0.333333333
-29,240,1,1,1,1,120,0,0,8,86,88,615,42,48,26,10,7,32,4,307,311,6,3,3,1,0.666666667
-79,268,1,2,0,0,90,0,1,1900,328,617,1377,492,148,64,15,14,16,893,4104,4997,12,5,7,1,0
-29,268,0,3,0,0,60,0,1,2,24,22,93,13,3,1,0,0,2,84,158,158,11,6,5,0,0.545454545
-66,241,1,3,1,0,60,0,1,87,31,243,2006,180,78,3,0,7,1,15,2613,2628,9,4,4,1,0.555555556
-66,269,1,2,0,0,60,0,1,59,271,165,514,121,61,8,1,31,6,92,1111,1203,12,5,7,1,0
-39,262,0,2,0,0,60,0,1,849,115,55,615,21,20,5,10,7,9,10,218,228,6,5,7,1,0
-25,241,1,1,0,0,90,0,1,70,140,202,615,117,55,12,59,7,6,14,656,670,5,4,7,1,0
-38,261,1,3,0,0,60,0,1,292,51,308,615,234,85,33,62,7,38,75,1010,1085,6,5,7,1,0
-9,269,1,1,1,0,30,0,1,16,303,154,70,36,6,28,91,7,53,23,709,709,3,3,7,1,0.666666667
-52,241,1,1,0,0,60,0,1,242,1328,226,593,220,24,35,44,33,4,194,2603,2797,12,5,7,1,0
-29,262,0,1,1,1,120,0,1,214,205,236,10,76,45,2,0,14,1,6,790,796,5,5,5,0,0.2
-108,262,0,2,0,0,60,0,1,195,780,186,144,42,45,1,0,3,2,56,1352,1408,5,5,5,0,0
-34,261,1,2,0,0,60,1,1,21,17,72,615,108,15,5,62,7,7,4,303,307,7,6,7,1,0
-52,234,0,2,0,0,60,0,1,212,39,161,80,35,29,4,0,0,1,94,467,561,11,6,5,0,0.454545455
-73,269,0,1,0,0,60,0,1,331,1576,422,751,342,28,23,36,10,14,10,3549,3559,12,5,7,1,0
-53,268,1,1,0,0,60,0,1,204,1567,316,684,226,83,36,20,25,1,39,3148,3187,12,5,7,1,0.166666667
-43,269,1,2,0,0,120,1,1,700,2409,872,1661,683,71,17,21,3,4,108,6353,6461,12,5,7,1,0.083333333
-132,241,1,1,0,0,60,0,0,116,498,186,57,114,9,13,117,9,1,68,1056,1124,1,1,7,1,0
-35,269,1,3,1,0,90,0,1,102,12,123,1097,93,33,6,0,7,1,17,1449,1466,9,4,4,1,0.444444444
-49,261,0,1,0,0,60,0,0,136,23,32,615,57,10,3,107,7,4,25,105,130,7,6,7,1,0.285714286
-130,268,1,2,0,0,90,0,0,46,3,7,122,3,7,1,6,12,2,36,59,59,3,2,1,1,0.666666667
-30,268,1,3,0,0,30,0,1,118,1635,325,195,31,26,39,404,7,53,11,2768,2779,4,4,7,1,0
-45,262,0,2,1,2,120,0,1,7,67,53,28,46,18,5,0,16,1,14,182,196,5,5,5,0,0.4
-47,234,1,3,0,0,60,0,1,283,22,188,85,25,15,10,0,0,2,58,631,631,10,5,5,0,0.5
-145,234,0,1,0,1,240,0,1,224,24,276,88,60,43,66,0,0,1,139,643,782,10,5,5,0,0.5
-86,261,1,1,0,0,60,0,1,360,79,487,615,356,84,49,115,7,12,163,1457,1620,6,5,7,1,0
-77,262,1,1,0,0,60,0,1,473,105,178,615,34,34,4,4,7,1,78,753,831,7,6,7,1,0
-60,269,1,3,0,0,60,0,1,2120,1455,985,171,47,27,125,839,7,53,381,5416,5797,4,4,7,1,0
-20,261,0,2,0,0,90,0,0,124,25,78,14,17,31,14,128,7,1,38,251,289,2,1,1,1,0
-42,269,0,2,0,0,120,0,1,184,644,443,0,46,12,8,0,0,5,158,1179,1337,5,5,0,0,0.2
-86,241,1,2,1,0,60,1,1,613,65,623,615,325,62,318,201,7,1,183,2052,2235,7,6,7,1,0
-45,240,1,2,0,0,60,0,1,432,2,217,70,73,55,12,0,0,2,10,852,862,11,6,5,0,0.454545455
-42,269,1,2,0,0,120,0,0,8,108,26,68,30,18,54,333,7,53,3,207,210,4,4,7,1,0
-29,261,0,1,0,0,60,0,0,100,172,200,13,65,83,14,128,7,5,355,283,638,1,1,6,1,0
-108,262,1,2,0,0,60,0,0,80,1,1,190,26,1,2,0,10,1,20,3,3,5,5,5,0,0
-109,261,1,1,1,0,30,0,1,76,97,54,109,16,9,14,128,7,1,1,361,362,7,3,4,1,0
-23,269,1,3,1,0,90,0,1,8,9,367,1401,190,123,24,0,7,1,45,2082,2127,9,4,4,1,0.444444444
-37,268,1,2,0,0,180,1,1,6,371,81,0,74,6,5,0,0,1,3,544,547,5,5,0,0,0.4
-30,240,1,3,1,0,60,0,1,346,3247,647,936,588,53,51,97,34,3,67,6010,6077,11,4,7,1,0.272727273
-24,240,1,3,1,0,90,0,1,373,982,503,660,430,191,63,10,1,6,97,3172,3269,12,5,7,1,0.75
-85,241,1,2,1,0,30,0,0,13,9,60,132,47,43,8,0,7,1,30,282,312,4,2,2,1,0.5
-32,268,0,3,1,0,60,0,1,738,1618,917,659,540,118,40,59,19,1,133,4665,4798,12,5,7,1,0.083333333
-22,268,1,3,0,0,60,0,1,315,31,337,82,180,118,50,0,0,1,7,1106,1113,11,6,5,0,0.545454545
-95,269,1,3,0,0,120,0,1,4287,465,3335,1906,252,150,26,0,7,1,422,10017,10439,9,4,4,1,0.444444444
-36,268,0,1,0,2,60,1,0,126,28,53,98,91,13,16,0,0,5,1,425,425,11,6,5,0,0.454545455
-75,241,1,2,0,0,30,0,1,84,1378,283,176,8,41,51,182,7,53,50,2150,2200,4,4,7,1,0
-17,241,0,3,1,0,30,0,1,95,697,199,170,15,22,14,128,7,4,20,1202,1202,9,3,6,1,0
-70,269,1,2,1,0,60,1,1,476,373,430,1536,168,136,17,0,7,1,227,2930,3157,9,4,4,1,0.555555556
-46,268,0,2,1,0,60,0,1,267,1274,824,2292,893,547,131,54,39,6,292,6116,6408,12,5,7,1,0
-153,269,1,1,1,0,60,0,1,14,908,224,0,57,14,32,0,0,1,105,1144,1249,5,5,0,0,1
-120,269,1,1,0,0,120,0,0,26,3,2,92,1,35,159,288,7,53,135,32,32,4,4,7,1,0.5
-31,268,1,1,0,0,120,0,0,237,27,14,311,13,30,33,25,8,2,23,35,58,6,4,2,1,0
-151,262,0,3,0,1,90,0,1,722,100,565,615,164,106,22,14,7,61,88,1678,1766,7,6,7,1,0
-123,268,1,2,0,0,60,0,1,411,907,379,456,226,42,10,11,3,1,59,2402,2461,12,5,7,1,0
-93,269,1,1,0,0,30,0,1,565,581,164,148,12,7,17,324,7,53,89,1729,1818,4,4,7,1,0.25
-73,262,0,2,0,0,60,0,1,1726,576,1083,615,406,114,75,8,7,36,231,3925,4156,7,6,7,1,0
-73,262,0,1,0,0,60,0,1,275,736,285,166,36,74,2,0,11,1,24,1584,1608,5,5,5,0,0
-96,261,1,3,1,0,60,0,1,483,107,688,615,729,151,20,236,7,70,216,2315,2531,7,6,7,1,0
-101,269,1,1,0,0,90,0,1,710,1865,512,1859,609,41,41,4,34,2,214,5434,5648,12,5,7,1,0
-22,241,1,3,1,0,30,0,1,151,112,174,767,102,73,17,0,7,1,5,1398,1403,9,4,4,1,0.444444444
-25,241,1,4,1,0,120,0,1,385,1555,485,715,304,31,26,54,9,1,304,3294,3598,12,5,7,1,0
-25,240,1,2,0,0,60,0,1,423,2152,466,1173,371,29,31,34,42,4,136,4647,4783,12,5,7,1,0
-20,241,0,1,0,0,120,0,0,398,27,29,615,38,8,3,111,7,1003,48,57,105,7,6,7,1,0
-79,240,1,2,0,1,150,1,1,418,220,972,615,652,132,70,164,7,83,146,2639,2785,14,6,7,1,0.5
-145,261,0,2,0,2,60,0,1,304,43,272,615,91,39,3,130,7,8,9,888,897,7,6,7,1,0.142857143
-22,269,1,2,0,0,30,0,1,41,743,139,157,1,4,21,221,7,53,23,1327,1327,4,4,7,1,0
-24,241,0,1,0,0,30,1,1,146,118,135,458,96,120,5,0,7,1,33,1067,1100,8,3,4,1,0.5
-85,262,0,1,0,0,120,0,1,59,493,209,111,40,34,1,0,12,1,168,786,954,5,5,5,0,0
-24,240,0,1,0,0,120,1,1,209,246,387,615,227,127,59,82,7,19,15,1336,1351,12,5,6,1,0.5
-60,261,1,4,1,0,60,0,1,786,49,428,615,283,56,13,190,7,215,84,1952,2036,7,6,7,1,0
-127,262,0,1,1,0,60,0,1,2100,1798,1889,252,113,118,6,0,15,13,1124,5218,6342,5,5,5,0,0
-79,261,0,1,1,0,30,0,1,139,111,114,94,15,10,14,128,7,105,20,463,483,9,3,6,1,0
-43,241,0,2,0,0,30,0,1,50,490,140,131,21,23,14,128,7,10,16,865,865,9,3,6,1,0
-68,240,0,1,0,0,60,0,1,216,197,186,615,108,34,20,134,7,18,29,882,911,12,5,6,1,0.583333333
-11,268,0,2,0,0,90,0,1,448,505,209,151,92,8,26,98,7,53,70,1473,1543,4,4,7,1,0.25
-114,241,0,2,0,0,60,1,1,34,405,185,586,163,21,10,19,11,1,154,1289,1443,12,5,7,1,0
-56,268,0,2,0,0,120,0,1,50,6,84,66,46,35,12,0,0,2,14,286,300,10,5,5,0,0.5
-29,261,0,3,1,1,60,1,1,1738,145,858,615,833,219,81,276,7,53,255,4006,4261,7,6,7,1,0
-95,262,1,1,1,0,60,0,1,95,3709,602,277,96,132,12,0,8,2,40,4916,4956,5,5,5,0,0.2
-16,240,1,1,0,1,60,0,1,368,2536,703,1013,478,53,55,20,43,5,77,5254,5331,12,5,7,1,0.166666667
-50,262,0,2,0,0,90,1,1,217,67,231,615,174,129,18,59,7,3,222,625,847,7,6,7,1,0.142857143
-28,241,1,2,1,0,30,1,1,391,356,366,89,32,77,14,128,7,9,69,1242,1311,8,3,5,1,0
-129,269,0,2,0,0,90,0,1,19,5,120,998,55,10,14,0,7,1,7,1214,1221,9,4,4,1,0.444444444
