date_registration,module_presentation_length,gender,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result,formng_clicks,oucontent_clicks,homepage_clicks,quiz_clicks,subpage_clicks,resource_clicks,url_clicks,ouwiki_clicks,questionnaire_clicks,glossary_clicks,total_click_bc,total_click_ac,total_click,total_assessment_submissions,total_TMA_submissions,total_CMA_submissions,total_Exam_submissions,late_rate
-62.0,241,1,1,0,0,30,0,0,77.0,677.0,116.0,92.0,2.0,1.0,16.0,55.0,7.0,53.0,209.0,775.0,984.0,2.0,2.0,7.0,1.0,0.5
-116.0,261,0,1,0,0,30,0,1,182.0,320.0,122.0,113.0,20.0,17.0,14.0,128.0,7.0,1.0,2.0,773.0,775.0,9.0,3.0,6.0,1.0,0.0
-24.0,240,1,1,0,0,60,0,0,25.0,88.0,164.0,615.0,87.0,20.0,83.0,62.0,7.0,94.0,82.0,367.0,449.0,4.0,2.0,2.0,1.0,0.5
-17.0,262,1,2,0,0,90,0,0,1.0,225.0,61.0,615.0,77.0,16.0,1.0,1.0,7.0,20.0,2.0,404.0,404.0,7.0,6.0,7.0,1.0,0.2857142857142857
-151.0,241,1,1,0,0,120,0,0,252.0,387.0,165.0,122.0,100.0,14.0,8.0,8.0,9.0,1.0,183.0,891.0,1074.0,2.0,2.0,7.0,1.0,0.0
-192.0,261,1,1,0,1,60,0,0,21.0,109.0,39.0,615.0,79.0,19.0,15.0,56.0,7.0,14.0,506.0,324.0,324.0,7.0,6.0,7.0,1.0,0.0
-73.0,241,1,1,0,0,60,0,1,256.0,235.0,368.0,615.0,264.0,79.0,42.0,105.0,7.0,1.0,171.0,1199.0,1370.0,7.0,6.0,7.0,1.0,0.0
-81.0,261,0,1,1,0,30,0,1,4724.0,2354.0,3102.0,144.0,190.0,243.0,14.0,128.0,7.0,11.0,273.0,10495.0,10768.0,9.0,3.0,6.0,1.0,0.0
-94.0,240,1,2,1,0,60,0,0,138.0,222.0,151.0,59.0,105.0,21.0,26.0,3.0,13.0,2.0,111.0,628.0,739.0,2.0,2.0,7.0,1.0,0.5
-67.0,269,1,1,1,0,60,0,1,103.0,1494.0,273.0,654.0,274.0,19.0,10.0,9.0,6.0,12.0,379.0,2473.0,2852.0,12.0,5.0,7.0,1.0,0.0
-28.0,241,0,1,1,0,60,0,1,527.0,2753.0,794.0,960.0,580.0,31.0,34.0,40.0,19.0,22.0,166.0,5602.0,5768.0,12.0,5.0,7.0,1.0,0.0
-42.0,262,0,2,0,0,60,0,1,99.0,25.0,81.0,163.0,19.0,13.0,5.0,0.0,9.0,7.0,35.0,306.0,306.0,5.0,5.0,5.0,0.0,0.4
-49.0,240,1,1,0,0,60,0,0,10.0,174.0,76.0,615.0,66.0,29.0,9.0,34.0,7.0,45.0,17.0,396.0,413.0,6.0,3.0,3.0,1.0,0.6666666666666666
-115.0,268,1,3,1,0,60,0,1,908.0,2426.0,830.0,590.0,390.0,41.0,45.0,88.0,12.0,29.0,183.0,5288.0,5471.0,12.0,5.0,7.0,1.0,0.16666666666666666
-25.0,240,0,2,0,0,60,0,1,520.0,498.0,747.0,615.0,961.0,605.0,290.0,208.0,7.0,18.0,137.0,3807.0,3944.0,10.0,4.0,5.0,1.0,0.6
-48.0,234,0,1,0,0,60,0,1,687.0,19.0,329.0,74.0,110.0,124.0,10.0,0.0,0.0,1.0,95.0,1259.0,1354.0,10.0,5.0,5.0,0.0,0.6
-129.0,269,1,3,1,0,60,0,1,94.0,587.0,276.0,967.0,101.0,130.0,5.0,0.0,7.0,1.0,29.0,2131.0,2160.0,9.0,4.0,4.0,1.0,0.4444444444444444
-81.0,269,0,2,1,0,60,0,1,183.0,1760.0,328.0,0.0,41.0,18.0,8.0,0.0,0.0,1.0,91.0,2248.0,2339.0,5.0,5.0,0.0,0.0,0.0
-148.0,261,1,2,0,0,60,0,1,214.0,244.0,276.0,615.0,235.0,73.0,27.0,69.0,7.0,7.0,62.0,1134.0,1196.0,7.0,6.0,7.0,1.0,0.0
-10.0,269,0,1,0,0,30,0,1,4.0,369.0,111.0,178.0,7.0,9.0,14.0,128.0,7.0,7.0,3.0,685.0,685.0,8.0,2.0,6.0,1.0,1.0
-65.0,268,1,2,1,0,90,0,1,2284.0,584.0,1037.0,218.0,41.0,34.0,200.0,499.0,7.0,53.0,18.0,4900.0,4900.0,4.0,4.0,7.0,1.0,0.0
-38.0,268,1,2,0,0,60,1,1,167.0,844.0,379.0,192.0,30.0,3.0,38.0,86.0,7.0,53.0,22.0,1729.0,1751.0,4.0,4.0,7.0,1.0,0.0
-63.0,261,0,2,1,0,120,0,1,576.0,108.0,767.0,615.0,376.0,53.0,12.0,152.0,7.0,141.0,110.0,2162.0,2272.0,7.0,6.0,7.0,1.0,0.0
-44.0,241,1,2,0,0,60,0,1,6.0,246.0,93.0,864.0,92.0,110.0,2.0,0.0,7.0,1.0,9.0,1162.0,1171.0,5.0,2.0,4.0,1.0,0.8
-43.0,269,0,3,0,0,120,0,0,31.0,114.0,49.0,9.0,49.0,6.0,1.0,1.0,34.0,1.0,24.0,235.0,259.0,2.0,2.0,7.0,1.0,0.5
-80.0,268,0,2,0,3,60,0,0,1.0,87.0,278.0,220.0,173.0,109.0,41.0,0.0,0.0,1.0,16.0,893.0,909.0,11.0,6.0,5.0,0.0,0.5454545454545454
-109.0,262,0,0,1,0,150,0,0,460.0,556.0,258.0,140.0,96.0,93.0,2.0,0.0,4.0,31.0,237.0,1408.0,1645.0,3.0,3.0,5.0,0.0,0.0
-29.0,240,0,3,0,0,60,0,1,502.0,1401.0,543.0,586.0,297.0,40.0,45.0,43.0,17.0,2.0,560.0,2947.0,3507.0,12.0,5.0,7.0,1.0,0.0
-116.0,240,0,2,0,0,60,0,1,2114.0,1.0,374.0,50.0,77.0,21.0,18.0,0.0,0.0,2.0,3.0,2656.0,2656.0,9.0,6.0,3.0,0.0,0.6666666666666666
-66.0,261,0,2,0,0,30,0,1,1218.0,255.0,508.0,94.0,40.0,52.0,14.0,128.0,7.0,7.0,396.0,1778.0,2174.0,9.0,3.0,6.0,1.0,0.0
-100.0,268,1,1,0,0,90,0,1,45.0,568.0,170.0,194.0,24.0,4.0,18.0,106.0,7.0,53.0,13.0,1138.0,1138.0,4.0,4.0,7.0,1.0,0.0
-107.0,241,1,2,0,0,90,0,1,70.0,2.0,277.0,1642.0,186.0,43.0,9.0,0.0,7.0,1.0,113.0,2120.0,2233.0,5.0,4.0,4.0,1.0,0.8
-148.0,268,0,1,1,0,90,0,1,8218.0,121.0,3522.0,169.0,102.0,61.0,41.0,0.0,0.0,4.0,523.0,11715.0,12238.0,11.0,6.0,5.0,0.0,0.5454545454545454
-52.0,269,1,2,0,0,60,0,1,263.0,1514.0,376.0,1194.0,351.0,76.0,27.0,37.0,22.0,2.0,158.0,3726.0,3884.0,12.0,5.0,7.0,1.0,0.0
-260.0,240,0,2,1,0,120,0,1,645.0,1.0,298.0,68.0,90.0,41.0,25.0,0.0,0.0,1.0,87.0,1083.0,1170.0,11.0,6.0,5.0,0.0,0.45454545454545453
-96.0,268,0,2,0,0,60,0,1,216.0,25.0,227.0,77.0,27.0,11.0,10.0,0.0,0.0,2.0,25.0,568.0,593.0,11.0,6.0,5.0,0.0,0.5454545454545454
-53.0,241,0,1,0,0,30,0,1,182.0,256.0,138.0,89.0,23.0,29.0,14.0,128.0,7.0,1.0,1.0,716.0,717.0,9.0,3.0,6.0,1.0,0.0
-70.0,269,1,3,1,0,30,0,0,14.0,5.0,69.0,181.0,33.0,27.0,10.0,0.0,7.0,1.0,15.0,324.0,339.0,4.0,1.0,3.0,1.0,0.75
-71.0,240,0,1,0,0,60,0,1,592.0,2839.0,1183.0,1547.0,885.0,60.0,46.0,30.0,14.0,1.0,283.0,7039.0,7322.0,12.0,5.0,7.0,1.0,0.0
-25.0,241,1,2,0,0,60,0,0,104.0,38.0,111.0,259.0,110.0,93.0,14.0,0.0,7.0,1.0,116.0,613.0,729.0,3.0,1.0,2.0,1.0,0.6666666666666666
-141.0,241,0,1,0,2,120,0,1,236.0,161.0,321.0,615.0,186.0,67.0,39.0,66.0,7.0,1.0,86.0,1035.0,1121.0,7.0,6.0,7.0,1.0,0.0
-130.0,262,0,1,0,0,60,0,1,24.0,213.0,144.0,14.0,46.0,31.0,2.0,0.0,3.0,14.0,33.0,488.0,488.0,5.0,5.0,5.0,0.0,0.8
-22.0,268,0,1,1,0,120,0,1,133.0,14.0,64.0,75.0,21.0,18.0,3.0,0.0,0.0,1.0,36.0,294.0,330.0,11.0,6.0,5.0,0.0,0.45454545454545453
-24.0,241,1,2,0,0,90,0,1,418.0,1.0,251.0,372.0,118.0,78.0,12.0,0.0,7.0,1.0,8.0,1246.0,1254.0,9.0,4.0,4.0,1.0,0.4444444444444444
-30.0,268,1,3,1,0,90,0,1,4349.0,1497.0,1427.0,135.0,160.0,14.0,119.0,515.0,7.0,53.0,116.0,8110.0,8226.0,4.0,4.0,7.0,1.0,0.0
-17.0,241,1,2,0,0,30,0,0,803.0,20.0,31.0,102.0,7.0,17.0,14.0,128.0,7.0,16.0,16.0,59.0,75.0,1.0,1.0,6.0,1.0,0.0
-29.0,241,0,1,0,0,60,0,0,253.0,534.0,279.0,615.0,53.0,82.0,1.0,155.0,7.0,2952.0,188.0,1181.0,1369.0,6.0,6.0,7.0,1.0,0.0
-46.0,269,1,2,0,0,180,0,1,712.0,3329.0,765.0,2861.0,459.0,51.0,60.0,52.0,26.0,1.0,355.0,8008.0,8363.0,12.0,5.0,7.0,1.0,0.0
-23.0,241,1,1,0,1,120,0,0,446.0,28.0,10.0,217.0,15.0,4.0,5.0,71.0,4.0,2.0,53.0,53.0,53.0,3.0,1.0,2.0,1.0,0.0
-91.0,262,0,2,1,0,60,0,1,80.0,526.0,162.0,411.0,35.0,46.0,5.0,0.0,7.0,1.0,45.0,1229.0,1274.0,5.0,5.0,5.0,0.0,0.0
-25.0,269,1,2,0,0,120,0,0,8.0,102.0,51.0,6.0,26.0,35.0,12.0,0.0,7.0,1.0,177.0,63.0,240.0,9.0,4.0,4.0,1.0,0.4444444444444444
-72.0,241,0,2,0,0,90,1,1,5.0,271.0,113.0,149.0,1.0,9.0,14.0,128.0,7.0,2.0,140.0,543.0,543.0,9.0,3.0,6.0,1.0,0.1111111111111111
-176.0,261,1,3,0,0,120,0,1,86.0,29.0,203.0,615.0,156.0,40.0,9.0,17.0,7.0,9.0,21.0,545.0,566.0,5.0,4.0,7.0,1.0,0.0
-55.0,240,0,2,1,0,60,0,1,316.0,1.0,152.0,76.0,59.0,38.0,8.0,0.0,0.0,4.0,104.0,653.0,653.0,11.0,6.0,5.0,0.0,0.7272727272727273
-73.0,269,1,3,0,0,120,0,1,91.0,1920.0,555.0,594.0,388.0,26.0,21.0,25.0,20.0,1.0,52.0,3623.0,3675.0,12.0,5.0,7.0,1.0,0.08333333333333333
-36.0,240,0,2,0,0,60,0,0,29.0,1.0,13.0,86.0,4.0,5.0,4.0,0.0,0.0,4.0,8.0,55.0,55.0,1.0,1.0,4.0,0.0,0.0
-149.0,262,0,2,1,0,60,0,1,333.0,1720.0,447.0,165.0,89.0,108.0,4.0,0.0,15.0,12.0,110.0,2788.0,2898.0,5.0,5.0,5.0,0.0,0.2
-32.0,269,1,2,0,0,60,0,1,16.0,9.0,77.0,309.0,30.0,14.0,2.0,0.0,7.0,1.0,1.0,447.0,448.0,9.0,4.0,4.0,1.0,0.4444444444444444
-22.0,268,0,1,0,0,60,0,1,99.0,32.0,104.0,90.0,85.0,49.0,15.0,0.0,0.0,1.0,71.0,475.0,475.0,11.0,6.0,5.0,0.0,0.5454545454545454
-214.0,241,0,2,1,1,240,1,1,10.0,103.0,44.0,615.0,56.0,29.0,30.0,143.0,7.0,1.0,27.0,215.0,242.0,6.0,5.0,7.0,1.0,0.5
-66.0,268,1,1,1,0,120,0,1,795.0,1406.0,653.0,803.0,360.0,28.0,34.0,51.0,21.0,2.0,92.0,4095.0,4187.0,12.0,5.0,7.0,1.0,0.25
-79.0,269,0,1,1,0,30,0,1,393.0,416.0,461.0,164.0,78.0,35.0,14.0,128.0,7.0,10.0,163.0,1394.0,1557.0,9.0,3.0,6.0,1.0,0.0
-17.0,269,1,2,0,0,120,0,0,241.0,2191.0,680.0,1057.0,540.0,56.0,52.0,19.0,9.0,1.0,96.0,4775.0,4871.0,12.0,5.0,7.0,1.0,0.0
-43.0,234,0,2,1,0,60,0,1,1564.0,72.0,629.0,81.0,239.0,161.0,114.0,0.0,0.0,13.0,106.0,2767.0,2873.0,11.0,6.0,5.0,0.0,0.45454545454545453
-94.0,262,1,3,1,0,120,0,1,232.0,116.0,224.0,615.0,103.0,75.0,13.0,1.0,7.0,32.0,162.0,662.0,824.0,7.0,6.0,7.0,1.0,0.0
-242.0,241,1,2,0,0,120,0,1,61.0,13.0,104.0,321.0,96.0,78.0,2.0,0.0,7.0,1.0,12.0,666.0,678.0,9.0,4.0,4.0,1.0,0.4444444444444444
-47.0,241,1,1,0,1,210,0,1,74.0,1264.0,429.0,755.0,234.0,27.0,14.0,3.0,1.0,2.0,4.0,2804.0,2808.0,12.0,5.0,7.0,1.0,0.25
-49.0,269,1,1,0,0,60,0,1,134.0,771.0,368.0,585.0,207.0,20.0,37.0,1.0,2.0,1.0,242.0,1896.0,2138.0,12.0,5.0,7.0,1.0,0.08333333333333333
-30.0,269,1,2,1,0,30,0,0,31.0,95.0,138.0,5.0,20.0,63.0,14.0,128.0,7.0,3.0,18.0,337.0,355.0,2.0,2.0,6.0,1.0,0.5
-44.0,268,1,2,0,0,45,0,1,4.0,52.0,71.0,149.0,26.0,1.0,14.0,846.0,7.0,53.0,7.0,313.0,320.0,4.0,4.0,7.0,1.0,0.5
-123.0,268,1,3,1,0,30,1,1,16.0,738.0,220.0,143.0,67.0,17.0,21.0,67.0,7.0,53.0,21.0,1273.0,1294.0,4.0,4.0,7.0,1.0,0.0
-27.0,268,1,2,0,0,120,0,1,43.0,33.0,59.0,0.0,38.0,9.0,5.0,0.0,0.0,12.0,5.0,182.0,187.0,4.0,4.0,0.0,0.0,0.5
-86.0,234,0,1,1,0,60,0,0,40.0,72.0,25.0,32.0,6.0,1.0,1.0,0.0,0.0,1.0,64.0,41.0,105.0,5.0,3.0,2.0,0.0,0.4
-29.0,269,0,2,0,0,150,0,0,25.0,350.0,172.0,473.0,69.0,36.0,12.0,0.0,7.0,1.0,7.0,1132.0,1139.0,8.0,4.0,3.0,1.0,0.375
-22.0,262,0,2,0,0,60,0,0,9.0,125.0,102.0,615.0,110.0,57.0,7.0,2.0,7.0,2.0,61.0,362.0,423.0,7.0,6.0,7.0,1.0,0.0
-38.0,269,1,2,0,0,90,0,0,160.0,179.0,101.0,77.0,13.0,2.0,13.0,217.0,7.0,53.0,32.0,513.0,545.0,2.0,2.0,7.0,1.0,0.0
-92.0,269,0,2,0,0,150,0,1,520.0,701.0,424.0,95.0,50.0,27.0,79.0,211.0,7.0,53.0,22.0,2089.0,2111.0,4.0,4.0,7.0,1.0,0.25
-10.0,268,0,2,1,0,120,0,1,1458.0,44.0,876.0,124.0,58.0,44.0,49.0,0.0,0.0,8.0,7.0,2656.0,2663.0,10.0,5.0,5.0,0.0,0.7
-153.0,262,1,1,0,0,60,0,1,2793.0,186.0,1059.0,615.0,205.0,136.0,50.0,4.0,7.0,12.0,169.0,4376.0,4545.0,7.0,6.0,7.0,1.0,0.14285714285714285
-43.0,241,1,2,1,1,150,0,0,300.0,242.0,287.0,1046.0,347.0,35.0,9.0,2.0,4.0,1.0,34.0,2246.0,2280.0,12.0,5.0,7.0,1.0,0.0
-22.0,269,1,2,0,0,60,0,1,386.0,782.0,526.0,76.0,95.0,17.0,90.0,133.0,7.0,53.0,8.0,2098.0,2106.0,4.0,4.0,7.0,1.0,0.0
-21.0,262,1,2,0,0,120,0,0,62.0,17.0,19.0,615.0,11.0,15.0,1.0,1.0,7.0,5.0,14.0,54.0,68.0,2.0,2.0,7.0,1.0,0.5
-93.0,262,1,2,0,0,60,0,0,225.0,59.0,226.0,615.0,42.0,58.0,11.0,1.0,7.0,3.0,42.0,603.0,645.0,6.0,6.0,7.0,1.0,0.16666666666666666
-85.0,241,1,2,0,1,120,0,1,85.0,1992.0,272.0,689.0,290.0,33.0,42.0,20.0,36.0,1.0,269.0,3497.0,3497.0,12.0,5.0,7.0,1.0,0.08333333333333333
-116.0,268,1,1,0,0,30,0,0,133.0,1146.0,244.0,160.0,105.0,21.0,11.0,28.0,7.0,53.0,35.0,1823.0,1858.0,3.0,3.0,7.0,1.0,0.0
-77.0,262,0,4,1,0,60,0,0,655.0,243.0,464.0,615.0,328.0,105.0,51.0,14.0,7.0,5.0,602.0,1270.0,1872.0,5.0,5.0,7.0,1.0,0.0
-74.0,269,0,2,0,0,120,0,1,12.0,224.0,325.0,771.0,98.0,71.0,11.0,0.0,7.0,1.0,33.0,1483.0,1516.0,8.0,3.0,4.0,1.0,0.625
-32.0,262,0,2,0,0,60,1,0,2.0,137.0,77.0,68.0,9.0,28.0,2.0,0.0,9.0,2.0,39.0,280.0,319.0,4.0,4.0,5.0,0.0,0.5
-120.0,269,1,2,0,0,90,0,1,27.0,296.0,154.0,97.0,37.0,5.0,21.0,163.0,7.0,53.0,9.0,793.0,802.0,4.0,4.0,7.0,1.0,0.0
-89.0,240,0,1,0,1,120,0,1,214.0,2.0,185.0,96.0,27.0,18.0,15.0,0.0,0.0,1.0,30.0,529.0,559.0,11.0,6.0,5.0,0.0,0.45454545454545453
-88.0,234,0,1,1,0,60,0,0,8.0,9.0,22.0,72.0,2.0,4.0,5.0,0.0,0.0,3.0,46.0,122.0,122.0,9.0,5.0,4.0,0.0,0.6666666666666666
-53.0,262,0,2,1,0,60,0,0,114.0,83.0,342.0,615.0,211.0,95.0,43.0,1.0,7.0,2.0,69.0,918.0,987.0,7.0,6.0,7.0,1.0,0.0
-74.0,269,1,1,0,1,60,0,1,42.0,578.0,167.0,917.0,232.0,13.0,2.0,17.0,3.0,197.0,48.0,1903.0,1951.0,11.0,4.0,7.0,1.0,0.0
-22.0,240,1,2,0,0,60,0,0,23.0,19.0,28.0,34.0,15.0,35.0,1.0,110.0,53.0,1.0,28.0,96.0,124.0,3.0,3.0,7.0,1.0,0.6666666666666666
-93.0,240,0,1,0,0,60,0,0,79.0,58.0,45.0,2.0,46.0,6.0,4.0,2.0,7.0,1.0,32.0,220.0,252.0,1.0,1.0,7.0,1.0,0.0
-122.0,262,0,2,0,2,60,0,0,250.0,228.0,92.0,160.0,18.0,12.0,1.0,0.0,6.0,1.0,49.0,469.0,518.0,3.0,3.0,5.0,0.0,0.3333333333333333
-45.0,241,0,2,1,0,60,0,1,856.0,261.0,547.0,615.0,242.0,86.0,43.0,112.0,7.0,1.0,143.0,2019.0,2162.0,7.0,6.0,7.0,1.0,0.0
-37.0,262,1,1,0,0,60,1,1,317.0,495.0,201.0,153.0,32.0,41.0,2.0,0.0,13.0,1.0,129.0,809.0,938.0,5.0,5.0,5.0,0.0,0.0
-84.0,269,1,1,0,1,60,0,1,193.0,34.0,240.0,1603.0,100.0,89.0,4.0,0.0,7.0,1.0,4.0,2259.0,2263.0,9.0,4.0,4.0,1.0,0.6666666666666666
-31.0,268,0,2,1,0,120,0,1,848.0,28.0,621.0,83.0,200.0,185.0,104.0,0.0,0.0,11.0,412.0,1668.0,2080.0,11.0,6.0,5.0,0.0,0.6363636363636364
-25.0,241,1,3,1,0,60,0,0,156.0,227.0,111.0,129.0,140.0,184.0,11.0,2.0,3.0,4.0,53.0,919.0,972.0,3.0,2.0,1.0,1.0,0.3333333333333333
-35.0,269,1,3,0,0,60,0,1,2.0,1.0,78.0,162.0,49.0,36.0,2.0,0.0,7.0,1.0,3.0,329.0,332.0,8.0,4.0,3.0,1.0,0.375
-29.0,268,0,2,0,1,60,0,1,190.0,1608.0,301.0,407.0,321.0,30.0,31.0,42.0,13.0,1.0,84.0,2902.0,2986.0,12.0,5.0,7.0,1.0,0.0
-74.0,268,1,1,1,0,90,0,1,1922.0,1076.0,367.0,198.0,11.0,7.0,67.0,957.0,7.0,53.0,20.0,4592.0,4612.0,4.0,4.0,7.0,1.0,0.0
-23.0,269,1,1,0,0,60,0,1,231.0,825.0,341.0,102.0,8.0,11.0,38.0,157.0,7.0,53.0,2.0,1717.0,1719.0,4.0,4.0,7.0,1.0,0.0
-134.0,262,1,2,0,0,60,0,1,61.0,35.0,53.0,615.0,11.0,10.0,37.0,1.0,7.0,2.0,17.0,158.0,175.0,7.0,6.0,7.0,1.0,0.2857142857142857
-65.0,269,1,1,0,0,120,1,1,126.0,581.0,279.0,1101.0,201.0,21.0,12.0,3.0,1.0,1.0,31.0,2301.0,2332.0,12.0,5.0,7.0,1.0,0.0
-78.0,269,1,4,0,0,60,0,1,17.0,14.0,95.0,277.0,41.0,72.0,2.0,0.0,7.0,1.0,92.0,437.0,529.0,5.0,1.0,4.0,1.0,0.8
-44.0,240,1,2,1,1,135,0,0,136.0,269.0,79.0,224.0,85.0,24.0,11.0,8.0,11.0,2.0,62.0,788.0,850.0,4.0,2.0,2.0,1.0,0.0
-29.0,262,0,1,1,0,60,1,0,10.0,268.0,60.0,84.0,9.0,12.0,1.0,0.0,4.0,1.0,1.0,447.0,448.0,3.0,3.0,5.0,0.0,0.0
-49.0,268,1,3,1,0,30,0,1,55.0,1236.0,369.0,210.0,17.0,9.0,95.0,384.0,7.0,53.0,73.0,2314.0,2387.0,4.0,4.0,7.0,1.0,0.0
-92.0,269,1,2,0,0,30,0,1,136.0,659.0,278.0,75.0,8.0,15.0,50.0,248.0,7.0,53.0,9.0,1461.0,1470.0,4.0,4.0,7.0,1.0,0.25
-25.0,240,1,1,0,0,60,0,1,807.0,356.0,642.0,615.0,414.0,64.0,96.0,102.0,7.0,1.0,236.0,2294.0,2530.0,13.0,5.0,7.0,1.0,0.5384615384615384
-34.0,234,0,3,1,0,150,0,0,127.0,19.0,184.0,78.0,72.0,30.0,18.0,0.0,0.0,1.0,68.0,460.0,528.0,9.0,4.0,5.0,0.0,0.8888888888888888
-96.0,268,1,2,0,1,120,0,0,6.0,18.0,34.0,264.0,32.0,14.0,15.0,15.0,11.0,12.0,34.0,71.0,105.0,3.0,3.0,1.0,1.0,0.3333333333333333
-39.0,261,0,2,0,0,120,0,1,152.0,178.0,124.0,615.0,341.0,97.0,10.0,79.0,7.0,577.0,52.0,930.0,982.0,7.0,6.0,7.0,1.0,0.14285714285714285
-108.0,241,0,2,0,0,30,0,1,104.0,217.0,109.0,82.0,21.0,14.0,14.0,128.0,7.0,3.0,4.0,546.0,550.0,8.0,3.0,5.0,1.0,0.0
-66.0,241,0,2,0,0,60,1,0,1.0,196.0,49.0,615.0,76.0,12.0,3.0,4.0,7.0,2.0,28.0,318.0,346.0,2.0,2.0,7.0,1.0,1.0
-70.0,261,1,1,1,0,60,0,1,985.0,142.0,740.0,615.0,720.0,126.0,133.0,83.0,7.0,5.0,120.0,2879.0,2999.0,7.0,6.0,7.0,1.0,0.14285714285714285
-24.0,234,0,1,1,0,60,0,1,18.0,40.0,54.0,110.0,12.0,3.0,7.0,0.0,0.0,8.0,5.0,245.0,245.0,11.0,6.0,5.0,0.0,0.45454545454545453
-36.0,240,1,1,0,0,60,0,1,218.0,69.0,383.0,615.0,325.0,79.0,79.0,113.0,7.0,1.0,219.0,1077.0,1296.0,13.0,6.0,6.0,1.0,0.6923076923076923
-149.0,269,1,2,0,0,60,0,1,74.0,253.0,111.0,141.0,9.0,3.0,12.0,88.0,7.0,53.0,197.0,691.0,691.0,4.0,4.0,7.0,1.0,0.5
-53.0,241,0,1,0,0,30,1,1,50.0,435.0,300.0,119.0,36.0,129.0,14.0,128.0,7.0,30.0,35.0,1064.0,1099.0,9.0,3.0,6.0,1.0,0.1111111111111111
-50.0,261,0,2,0,0,60,0,1,328.0,227.0,335.0,615.0,268.0,47.0,25.0,60.0,7.0,1.0,39.0,1270.0,1309.0,7.0,6.0,7.0,1.0,0.0
-66.0,240,1,1,0,0,60,0,0,80.0,71.0,25.0,615.0,28.0,8.0,11.0,3.0,7.0,1.0,9.0,217.0,226.0,4.0,2.0,2.0,1.0,0.5
-67.0,241,0,2,0,0,120,0,1,327.0,58.0,335.0,615.0,131.0,42.0,16.0,62.0,7.0,1.0,92.0,893.0,985.0,6.0,5.0,7.0,1.0,0.0
-9.0,269,0,1,0,0,30,0,1,8.0,225.0,86.0,130.0,10.0,42.0,14.0,128.0,7.0,1.0,2.0,499.0,501.0,9.0,3.0,6.0,1.0,0.1111111111111111
-102.0,268,1,1,0,0,90,0,0,72.0,55.0,61.0,3.0,53.0,34.0,7.0,2.0,3.0,1.0,53.0,245.0,298.0,2.0,2.0,2.0,1.0,0.0
-28.0,241,1,2,0,0,60,0,1,152.0,44.0,184.0,401.0,64.0,95.0,5.0,0.0,7.0,1.0,6.0,939.0,945.0,8.0,4.0,3.0,1.0,0.375
-135.0,269,1,2,0,0,150,0,1,22.0,293.0,172.0,707.0,132.0,109.0,4.0,0.0,7.0,1.0,68.0,1373.0,1441.0,8.0,3.0,4.0,1.0,0.5
-44.0,261,1,1,0,0,30,0,0,212.0,225.0,111.0,114.0,13.0,12.0,14.0,128.0,7.0,17.0,5.0,699.0,704.0,8.0,3.0,5.0,1.0,0.0
-147.0,234,0,1,0,0,60,0,0,9.0,5.0,55.0,35.0,24.0,19.0,8.0,0.0,0.0,2.0,28.0,127.0,155.0,5.0,3.0,2.0,0.0,0.4
-135.0,269,1,2,0,0,60,0,1,220.0,719.0,229.0,160.0,20.0,23.0,13.0,292.0,7.0,53.0,7.0,1670.0,1677.0,4.0,4.0,7.0,1.0,0.25
-49.0,261,1,2,0,0,60,0,1,156.0,162.0,456.0,615.0,330.0,123.0,36.0,77.0,7.0,4.0,226.0,1173.0,1399.0,6.0,5.0,7.0,1.0,0.0
-53.0,240,0,1,1,0,120,1,1,1501.0,2.0,690.0,122.0,35.0,9.0,18.0,0.0,0.0,5.0,283.0,2116.0,2399.0,10.0,5.0,5.0,0.0,0.6
-130.0,269,0,3,0,0,90,0,0,125.0,339.0,221.0,257.0,37.0,36.0,8.0,0.0,7.0,1.0,30.0,1024.0,1024.0,8.0,4.0,3.0,1.0,0.5
-88.0,240,1,2,0,0,70,0,1,158.0,3036.0,704.0,846.0,576.0,95.0,44.0,30.0,9.0,5.0,40.0,5503.0,5543.0,12.0,5.0,7.0,1.0,0.16666666666666666
-104.0,234,0,2,0,0,120,0,0,40.0,10.0,2.0,151.0,1.0,86.0,21.0,0.0,0.0,2.0,81.0,3.0,3.0,5.0,2.0,3.0,0.0,1.0
-23.0,269,0,3,1,0,30,0,0,318.0,2.0,125.0,497.0,108.0,87.0,13.0,0.0,7.0,1.0,57.0,1156.0,1156.0,9.0,4.0,4.0,1.0,0.4444444444444444
-148.0,269,1,2,1,0,90,0,1,312.0,1224.0,631.0,942.0,375.0,80.0,4.0,89.0,4.0,1.0,120.0,3545.0,3665.0,11.0,4.0,7.0,1.0,0.09090909090909091
-51.0,268,0,2,0,2,210,0,0,95.0,22.0,104.0,33.0,7.0,3.0,13.0,0.0,0.0,1.0,10.0,245.0,255.0,4.0,2.0,2.0,0.0,0.5
-25.0,240,1,1,0,0,60,0,0,144.0,1455.0,284.0,585.0,281.0,32.0,4.0,8.0,8.0,3.0,60.0,2751.0,2811.0,11.0,4.0,7.0,1.0,0.0
-115.0,269,1,3,1,0,60,0,1,155.0,926.0,263.0,106.0,21.0,119.0,38.0,253.0,7.0,53.0,250.0,1649.0,1899.0,4.0,4.0,7.0,1.0,0.0
